ChatGPT_Prompt,Label
"Network traffic details: Fwd Packet Length Max = 0.0, Fwd Packet Length Mean = 0.0, Fwd Packet Length Std = 0.0, Flow Bytes/s = 0.0, Bwd IAT Total = 0.0, Bwd IAT Std = 0.0, Bwd IAT Max = 0.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.0, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 0.0, Init Fwd Win Bytes = 225, Init Bwd Win Bytes = -1, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 351.0, Fwd Packet Length Mean = 58.5, Fwd Packet Length Std = 143.29515075683594, Flow Bytes/s = 120.4711043, Bwd IAT Total = 2732.0, Bwd IAT Std = 912.5444946289062, Bwd IAT Max = 2313.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.0705924779176712, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 58.5, Init Fwd Win Bytes = 274, Init Bwd Win Bytes = 235, Active Std = 0.0, Active Max = 2.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 314.0, Fwd Packet Length Mean = 78.5, Fwd Packet Length Std = 157.0, Flow Bytes/s = 20.520538330078125, Bwd IAT Total = 63943.0, Bwd IAT Std = 30370.681640625, Bwd IAT Max = 56094.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.06571829319000244, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 78.5, Init Fwd Win Bytes = 225, Init Bwd Win Bytes = 237, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 418.0, Fwd Packet Length Mean = 69.66666412353516, Fwd Packet Length Std = 170.6477813720703, Flow Bytes/s = 120.7776083, Bwd IAT Total = 32529.0, Bwd IAT Std = 14238.07421875, Bwd IAT Max = 31975.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.060323454439640045, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 69.66666412353516, Init Fwd Win Bytes = 274, Init Bwd Win Bytes = 235, Active Std = 0.0, Active Max = 13.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 0.0, Fwd Packet Length Mean = 0.0, Fwd Packet Length Std = 0.0, Flow Bytes/s = 0.0, Bwd IAT Total = 0.0, Bwd IAT Std = 0.0, Bwd IAT Max = 0.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.0, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 0.0, Init Fwd Win Bytes = 225, Init Bwd Win Bytes = -1, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 0.0, Fwd Packet Length Mean = 0.0, Fwd Packet Length Std = 0.0, Flow Bytes/s = 0.0, Bwd IAT Total = 0.0, Bwd IAT Std = 0.0, Bwd IAT Max = 0.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.0, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 0.0, Init Fwd Win Bytes = 225, Init Bwd Win Bytes = -1, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 372.0, Fwd Packet Length Mean = 62.0, Fwd Packet Length Std = 151.8683624267578, Flow Bytes/s = 120.2331202, Bwd IAT Total = 147393.0, Bwd IAT Std = 67035.484375, Bwd IAT Max = 137159.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.05023527890443802, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 62.0, Init Fwd Win Bytes = 274, Init Bwd Win Bytes = 235, Active Std = 0.0, Active Max = 8.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 0.0, Fwd Packet Length Mean = 0.0, Fwd Packet Length Std = 0.0, Flow Bytes/s = 0.0, Bwd IAT Total = 0.0, Bwd IAT Std = 0.0, Bwd IAT Max = 0.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.0, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 0.0, Init Fwd Win Bytes = 225, Init Bwd Win Bytes = -1, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 320.0, Fwd Packet Length Mean = 106.66666412353516, Fwd Packet Length Std = 184.75209045410156, Flow Bytes/s = 181589.5756, Bwd IAT Total = 65607.0, Bwd IAT Std = 27009.0625, Bwd IAT Max = 52184.0, Fwd PSH Flags = 0, Bwd Packets/s = 60.961669921875, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 106.66666412353516, Init Fwd Win Bytes = 29200, Init Bwd Win Bytes = 235, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 316.0, Fwd Packet Length Mean = 40.25, Fwd Packet Length Std = 111.43960571289062, Flow Bytes/s = 121.2176904, Bwd IAT Total = 63443.0, Bwd IAT Std = 22111.779296875, Bwd IAT Max = 51154.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.061030976474285126, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 40.25, Init Fwd Win Bytes = 251, Init Bwd Win Bytes = 235, Active Std = 0.0, Active Max = 1006.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 372.0, Fwd Packet Length Mean = 124.0, Fwd Packet Length Std = 214.77430725097656, Flow Bytes/s = 37266.1953125, Bwd IAT Total = 35065.0, Bwd IAT Std = 19050.287109375, Bwd IAT Max = 33672.0, Fwd PSH Flags = 0, Bwd Packets/s = 114.05109405517578, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 124.0, Init Fwd Win Bytes = 26883, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 411.0, Fwd Packet Length Mean = 52.125, Fwd Packet Length Std = 145.02259826660156, Flow Bytes/s = 119.2779963, Bwd IAT Total = 117707.0, Bwd IAT Std = 47060.6015625, Bwd IAT Max = 107369.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.05957942083477974, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 52.125, Init Fwd Win Bytes = 251, Init Bwd Win Bytes = 235, Active Std = 0.0, Active Max = 3434.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 0.0, Fwd Packet Length Mean = 0.0, Fwd Packet Length Std = 0.0, Flow Bytes/s = 0.0, Bwd IAT Total = 0.0, Bwd IAT Std = 0.0, Bwd IAT Max = 0.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.0, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 0.0, Init Fwd Win Bytes = 251, Init Bwd Win Bytes = -1, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 420.0, Fwd Packet Length Mean = 47.33333206176758, Fwd Packet Length Std = 139.7640838623047, Flow Bytes/s = 121.8020626, Bwd IAT Total = 60659.0, Bwd IAT Std = 25905.7734375, Bwd IAT Max = 49475.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.0405297614634037, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 47.33333206176758, Init Fwd Win Bytes = 274, Init Bwd Win Bytes = 235, Active Std = 0.0, Active Max = 1983.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 358.0, Fwd Packet Length Mean = 54.57143020629883, Fwd Packet Length Std = 133.82931518554688, Flow Bytes/s = 120.3164847, Bwd IAT Total = 99500000.0, Bwd IAT Std = 40600000.0, Bwd IAT Max = 99400000.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.07031939178705215, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 54.57143020629883, Init Fwd Win Bytes = 0, Init Bwd Win Bytes = 235, Active Std = 0.0, Active Max = 13068.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 346.0, Fwd Packet Length Mean = 49.42856979370117, Fwd Packet Length Std = 130.7757110595703, Flow Bytes/s = 121.1954883, Bwd IAT Total = 3456.0, Bwd IAT Std = 1303.3485107421875, Bwd IAT Max = 3020.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.06089715659618378, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 49.42856979370117, Init Fwd Win Bytes = 251, Init Bwd Win Bytes = 235, Active Std = 0.0, Active Max = 5.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 0.0, Fwd Packet Length Mean = 0.0, Fwd Packet Length Std = 0.0, Flow Bytes/s = 0.0, Bwd IAT Total = 0.0, Bwd IAT Std = 0.0, Bwd IAT Max = 0.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.0, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 0.0, Init Fwd Win Bytes = 225, Init Bwd Win Bytes = -1, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 0.0, Fwd Packet Length Mean = 0.0, Fwd Packet Length Std = 0.0, Flow Bytes/s = 0.0, Bwd IAT Total = 0.0, Bwd IAT Std = 0.0, Bwd IAT Max = 0.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.0, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 0.0, Init Fwd Win Bytes = 225, Init Bwd Win Bytes = -1, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 354.0, Fwd Packet Length Mean = 88.5, Fwd Packet Length Std = 177.0, Flow Bytes/s = 743.0402241, Bwd IAT Total = 49585.0, Bwd IAT Std = 17913.205078125, Bwd IAT Max = 38165.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.3109215199947357, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 88.5, Init Fwd Win Bytes = 29200, Init Bwd Win Bytes = 235, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 362.0, Fwd Packet Length Mean = 45.25, Fwd Packet Length Std = 127.986328125, Flow Bytes/s = 137.6071503, Bwd IAT Total = 1430.0, Bwd IAT Std = 440.9166564941406, Bwd IAT Max = 1039.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.06905100494623184, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 45.25, Init Fwd Win Bytes = 251, Init Bwd Win Bytes = 235, Active Std = 0.0, Active Max = 6.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 0.0, Fwd Packet Length Mean = 0.0, Fwd Packet Length Std = 0.0, Flow Bytes/s = 0.0, Bwd IAT Total = 0.0, Bwd IAT Std = 0.0, Bwd IAT Max = 0.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.0, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 0.0, Init Fwd Win Bytes = 225, Init Bwd Win Bytes = -1, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 339.0, Fwd Packet Length Mean = 75.33333587646484, Fwd Packet Length Std = 149.48495483398438, Flow Bytes/s = 141.7360994, Bwd IAT Total = 355526.0, Bwd IAT Std = 108341.1953125, Bwd IAT Max = 220958.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.05774305388331413, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 75.33333587646484, Init Fwd Win Bytes = 251, Init Bwd Win Bytes = 235, Active Std = 0.0, Active Max = 896.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 331.0, Fwd Packet Length Mean = 47.28571319580078, Fwd Packet Length Std = 125.10623931884766, Flow Bytes/s = 119.8440022, Bwd IAT Total = 150391.0, Bwd IAT Std = 60593.91796875, Bwd IAT Max = 138083.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.060293812304735184, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 47.28571319580078, Init Fwd Win Bytes = 251, Init Bwd Win Bytes = 235, Active Std = 0.0, Active Max = 6.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 327.0, Fwd Packet Length Mean = 46.71428680419922, Fwd Packet Length Std = 123.5943832397461, Flow Bytes/s = 140.0114825, Bwd IAT Total = 150510.0, Bwd IAT Std = 58637.96875, Bwd IAT Max = 134276.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.07046375423669815, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 46.71428680419922, Init Fwd Win Bytes = 251, Init Bwd Win Bytes = 235, Active Std = 0.0, Active Max = 974.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 0.0, Fwd Packet Length Mean = 0.0, Fwd Packet Length Std = 0.0, Flow Bytes/s = 0.0, Bwd IAT Total = 0.0, Bwd IAT Std = 0.0, Bwd IAT Max = 0.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.0, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 0.0, Init Fwd Win Bytes = 225, Init Bwd Win Bytes = -1, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 366.0, Fwd Packet Length Mean = 64.0, Fwd Packet Length Std = 147.97837829589844, Flow Bytes/s = 119.0003222, Bwd IAT Total = 101000000.0, Bwd IAT Std = 45000000.0, Bwd IAT Max = 101000000.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.0596044696867466, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 64.0, Init Fwd Win Bytes = 0, Init Bwd Win Bytes = 235, Active Std = 0.0, Active Max = 6186.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 353.0, Fwd Packet Length Mean = 51.28571319580078, Fwd Packet Length Std = 133.06228637695312, Flow Bytes/s = 120.3406201, Bwd IAT Total = 107383.0, Bwd IAT Std = 41445.89453125, Bwd IAT Max = 95041.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.06040184944868088, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 51.28571319580078, Init Fwd Win Bytes = 296, Init Bwd Win Bytes = 235, Active Std = 0.0, Active Max = 990.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 0.0, Fwd Packet Length Mean = 0.0, Fwd Packet Length Std = 0.0, Flow Bytes/s = 0.0, Bwd IAT Total = 0.0, Bwd IAT Std = 0.0, Bwd IAT Max = 0.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.0, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 0.0, Init Fwd Win Bytes = 225, Init Bwd Win Bytes = -1, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 0.0, Fwd Packet Length Mean = 0.0, Fwd Packet Length Std = 0.0, Flow Bytes/s = 0.0, Bwd IAT Total = 0.0, Bwd IAT Std = 0.0, Bwd IAT Max = 0.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.0, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 0.0, Init Fwd Win Bytes = 225, Init Bwd Win Bytes = -1, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 322.0, Fwd Packet Length Mean = 143.11111450195312, Fwd Packet Length Std = 169.7089080810547, Flow Bytes/s = 126.6170069, Bwd IAT Total = 864555.0, Bwd IAT Std = 352410.3125, Bwd IAT Max = 863447.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.06879756599664688, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 143.11111450195312, Init Fwd Win Bytes = 274, Init Bwd Win Bytes = 235, Active Std = 0.0, Active Max = 1003.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 0.0, Fwd Packet Length Mean = 0.0, Fwd Packet Length Std = 0.0, Flow Bytes/s = 0.0, Bwd IAT Total = 0.0, Bwd IAT Std = 0.0, Bwd IAT Max = 0.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.0, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 0.0, Init Fwd Win Bytes = 225, Init Bwd Win Bytes = -1, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 6.0, Fwd Packet Length Mean = 6.0, Fwd Packet Length Std = 0.0, Flow Bytes/s = 757.8628268, Bwd IAT Total = 15764.0, Bwd IAT Std = 0.0, Bwd IAT Max = 15764.0, Fwd PSH Flags = 0, Bwd Packets/s = 126.31047058105469, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 6.0, Init Fwd Win Bytes = 0, Init Bwd Win Bytes = 235, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 350.0, Fwd Packet Length Mean = 116.66666412353516, Fwd Packet Length Std = 202.07260131835938, Flow Bytes/s = 431523.4276, Bwd IAT Total = 27600.0, Bwd IAT Std = 7777.89111328125, Bwd IAT Max = 17132.0, Fwd PSH Flags = 0, Bwd Packets/s = 216.7551727294922, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 116.66666412353516, Init Fwd Win Bytes = 29200, Init Bwd Win Bytes = 235, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 294.0, Fwd Packet Length Mean = 58.79999923706055, Fwd Packet Length Std = 131.48080444335938, Flow Bytes/s = 249.43411254882812, Bwd IAT Total = 4927147.0, Bwd IAT Std = 2461193.75, Bwd IAT Max = 4923577.0, Fwd PSH Flags = 0, Bwd Packets/s = 1.014784812927246, SYN Flag Count = 0, URG Flag Count = 1, Avg Fwd Segment Size = 58.79999923706055, Init Fwd Win Bytes = 225, Init Bwd Win Bytes = 237, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 0.0, Fwd Packet Length Mean = 0.0, Fwd Packet Length Std = 0.0, Flow Bytes/s = 0.0, Bwd IAT Total = 0.0, Bwd IAT Std = 0.0, Bwd IAT Max = 0.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.0, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 0.0, Init Fwd Win Bytes = 225, Init Bwd Win Bytes = -1, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 379.0, Fwd Packet Length Mean = 54.14285659790039, Fwd Packet Length Std = 143.24853515625, Flow Bytes/s = 121.1699888, Bwd IAT Total = 146592.0, Bwd IAT Std = 75954.5703125, Bwd IAT Max = 136385.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.0404776968061924, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 54.14285659790039, Init Fwd Win Bytes = 274, Init Bwd Win Bytes = 235, Active Std = 0.0, Active Max = 974.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 0.0, Fwd Packet Length Mean = 0.0, Fwd Packet Length Std = 0.0, Flow Bytes/s = 0.0, Bwd IAT Total = 0.0, Bwd IAT Std = 0.0, Bwd IAT Max = 0.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.0, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 0.0, Init Fwd Win Bytes = 225, Init Bwd Win Bytes = -1, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 370.0, Fwd Packet Length Mean = 92.5, Fwd Packet Length Std = 185.0, Flow Bytes/s = 322.9671936035156, Bwd IAT Total = 29088.0, Bwd IAT Std = 16520.53515625, Bwd IAT Max = 28772.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.9899377822875977, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 92.5, Init Fwd Win Bytes = 0, Init Bwd Win Bytes = 237, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 334.0, Fwd Packet Length Mean = 58.66666793823242, Fwd Packet Length Std = 134.91725158691406, Flow Bytes/s = 180.7970555, Bwd IAT Total = 66100000.0, Bwd IAT Std = 26900000.0, Bwd IAT Max = 65900000.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.10593281686306, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 58.66666793823242, Init Fwd Win Bytes = 0, Init Bwd Win Bytes = 235, Active Std = 0.0, Active Max = 18018.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 371.0, Fwd Packet Length Mean = 76.5999984741211, Fwd Packet Length Std = 164.60194396972656, Flow Bytes/s = 139.2575512, Bwd IAT Total = 86000000.0, Bwd IAT Std = 38400000.0, Bwd IAT Max = 85800000.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.06975666433572769, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 76.5999984741211, Init Fwd Win Bytes = 0, Init Bwd Win Bytes = 235, Active Std = 0.0, Active Max = 9982.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 315.0, Fwd Packet Length Mean = 126.0, Fwd Packet Length Std = 172.53260803222656, Flow Bytes/s = 278.5024719238281, Bwd IAT Total = 5619318.0, Bwd IAT Std = 2605558.5, Bwd IAT Max = 5308620.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.8897842168807983, SYN Flag Count = 0, URG Flag Count = 1, Avg Fwd Segment Size = 126.0, Init Fwd Win Bytes = 225, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 22.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 374.0, Fwd Packet Length Mean = 53.42856979370117, Fwd Packet Length Std = 141.3587188720703, Flow Bytes/s = 140.6142183, Bwd IAT Total = 1865.0, Bwd IAT Std = 484.986083984375, Bwd IAT Max = 1193.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.07048920542001724, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 53.42856979370117, Init Fwd Win Bytes = 274, Init Bwd Win Bytes = 235, Active Std = 0.0, Active Max = 4.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 361.0, Fwd Packet Length Mean = 40.11111068725586, Fwd Packet Length Std = 120.33333587646484, Flow Bytes/s = 141.4123935, Bwd IAT Total = 26414.0, Bwd IAT Std = 7115.955078125, Bwd IAT Max = 13127.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.07096640765666962, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 40.11111068725586, Init Fwd Win Bytes = 274, Init Bwd Win Bytes = 235, Active Std = 0.0, Active Max = 993.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 353.0, Fwd Packet Length Mean = 73.0, Fwd Packet Length Std = 156.5535125732422, Flow Bytes/s = 121.4881802, Bwd IAT Total = 98400000.0, Bwd IAT Std = 40100000.0, Bwd IAT Max = 98300000.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.07110512256622314, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 73.0, Init Fwd Win Bytes = 0, Init Bwd Win Bytes = 235, Active Std = 0.0, Active Max = 11986.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 0.0, Fwd Packet Length Mean = 0.0, Fwd Packet Length Std = 0.0, Flow Bytes/s = 0.0, Bwd IAT Total = 0.0, Bwd IAT Std = 0.0, Bwd IAT Max = 0.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.0, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 0.0, Init Fwd Win Bytes = 225, Init Bwd Win Bytes = -1, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 367.0, Fwd Packet Length Mean = 122.33333587646484, Fwd Packet Length Std = 211.88754272460938, Flow Bytes/s = 22955.67578125, Bwd IAT Total = 56712.0, Bwd IAT Std = 16654.44140625, Bwd IAT Max = 31503.0, Fwd PSH Flags = 0, Bwd Packets/s = 70.52434539794922, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 122.33333587646484, Init Fwd Win Bytes = 26883, Init Bwd Win Bytes = 219, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 0.0, Fwd Packet Length Mean = 0.0, Fwd Packet Length Std = 0.0, Flow Bytes/s = 0.0, Bwd IAT Total = 0.0, Bwd IAT Std = 0.0, Bwd IAT Max = 0.0, Fwd PSH Flags = 0, Bwd Packets/s = 0.0, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 0.0, Init Fwd Win Bytes = 225, Init Bwd Win Bytes = -1, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
"Network traffic details: Fwd Packet Length Max = 411.0, Fwd Packet Length Mean = 205.5, Fwd Packet Length Std = 237.29095458984375, Flow Bytes/s = 33978.21804, Bwd IAT Total = 365411.0, Bwd IAT Std = 104792.1328125, Bwd IAT Max = 227083.0, Fwd PSH Flags = 0, Bwd Packets/s = 16.418563842773438, SYN Flag Count = 0, URG Flag Count = 0, Avg Fwd Segment Size = 205.5, Init Fwd Win Bytes = 29200, Init Bwd Win Bytes = 235, Active Std = 0.0, Active Max = 0.0, Idle Std = 0.0. What is the possible network attack type? (Expected: 3)",3
